Comment_volume,Question_en,Difficulty,Description,No_thumb,Img_link,No_pass,Relevant_tag,Similar_q_link,No_handover
评论 (299),smallest-string-with-swaps,中等,"给你一个字符串 s，以及该字符串中的一些「索引对」数组 pairs，其中 pairs[i] = [a, b] 表示字符串中的两个索引（编号从 0 开始）。
你可以 任意多次交换 在 pairs 中任意一对索引处的字符。
返回在经过若干次交换后，s 可以变成的按字典序最小的字符串。
  示例 1:
输入：s = ""dcab"", pairs = [[0,3],[1,2]]
输出：""bacd""
解释： 
交换 s[0] 和 s[3], s = ""bcad""
交换 s[1] 和 s[2], s = ""bacd""
示例 2：
输入：s = ""dcab"", pairs = [[0,3],[1,2],[0,2]]
输出：""abcd""
解释：
交换 s[0] 和 s[3], s = ""bcad""
交换 s[0] 和 s[2], s = ""acbd""
交换 s[1] 和 s[2], s = ""abcd""
示例 3：
输入：s = ""cba"", pairs = [[0,1],[1,2]]
输出：""abc""
解释：
交换 s[0] 和 s[1], s = ""bca""
交换 s[1] 和 s[2], s = ""bac""
交换 s[0] 和 s[1], s = ""abc""
  提示：
1 <= s.length <= 10^5
0 <= pairs.length <= 10^5
0 <= pairs[i][0], pairs[i][1] < s.length
s 中只含有小写英文字母",273,,29126,"['https://leetcode.cn/tag/depth-first-search/', 'https://leetcode.cn/tag/breadth-first-search/', 'https://leetcode.cn/tag/union-find/', 'https://leetcode.cn/tag/hash-table/', 'https://leetcode.cn/tag/string/']",[],57491
评论 (271),sort-items-by-groups-respecting-dependencies,困难,"有 n 个项目，每个项目或者不属于任何小组，或者属于 m 个小组之一。group[i] 表示第 i 个项目所属的小组，如果第 i 个项目不属于任何小组，则 group[i] 等于 -1。项目和小组都是从零开始编号的。可能存在小组不负责任何项目，即没有任何项目属于这个小组。
请你帮忙按要求安排这些项目的进度，并返回排序后的项目列表：
同一小组的项目，排序后在列表中彼此相邻。
项目之间存在一定的依赖关系，我们用一个列表 beforeItems 来表示，其中 beforeItems[i] 表示在进行第 i 个项目前（位于第 i 个项目左侧）应该完成的所有项目。
如果存在多个解决方案，只需要返回其中任意一个即可。如果没有合适的解决方案，就请返回一个 空列表 。
  示例 1：
输入：n = 8, m = 2, group = [-1,-1,1,0,0,1,0,-1], beforeItems = [[],[6],[5],[6],[3,6],[],[],[]]
输出：[6,3,4,1,5,2,0,7]
示例 2：
输入：n = 8, m = 2, group = [-1,-1,1,0,0,1,0,-1], beforeItems = [[],[6],[5],[6],[3],[],[4],[]]
输出：[]
解释：与示例 1 大致相同，但是在排序后的列表中，4 必须放在 6 的前面。
  提示：
1 <= m <= n <= 3 * 104
group.length == beforeItems.length == n
-1 <= group[i] <= m - 1
0 <= beforeItems[i].length <= n - 1
0 <= beforeItems[i][j] <= n - 1
i != beforeItems[i][j]
beforeItems[i] 不含重复元素",193,,12851,"['https://leetcode.cn/tag/depth-first-search/', 'https://leetcode.cn/tag/breadth-first-search/', 'https://leetcode.cn/tag/graph/', 'https://leetcode.cn/tag/topological-sort/']",[],20828
评论 (161),last-person-to-fit-in-the-bus,Unknown,,-1,,-1,[],[],-1
评论 (157),monthly-transactions-ii,Unknown,,-1,,-1,[],[],-1
评论 (96),design-skiplist,困难,"不使用任何库函数，设计一个 跳表 。
跳表 是在 O(log(n)) 时间内完成增加、删除、搜索操作的数据结构。跳表相比于树堆与红黑树，其功能与性能相当，并且跳表的代码长度相较下更短，其设计思想与链表相似。
例如，一个跳表包含 [30, 40, 50, 60, 70, 90] ，然后增加 80、45 到跳表中，以下图的方式操作：

Artyom Kalinin [CC BY-SA 3.0], via Wikimedia Commons
跳表中有很多层，每一层是一个短的链表。在第一层的作用下，增加、删除和搜索操作的时间复杂度不超过 O(n)。跳表的每一个操作的平均时间复杂度是 O(log(n))，空间复杂度是 O(n)。
了解更多 : https://en.wikipedia.org/wiki/Skip_list
在本题中，你的设计应该要包含这些函数：
bool search(int target) : 返回target是否存在于跳表中。
void add(int num): 插入一个元素到跳表。
bool erase(int num): 在跳表中删除一个值，如果 num 不存在，直接返回false. 如果存在多个 num ，删除其中任意一个即可。
注意，跳表中可能存在多个相同的值，你的代码需要处理这种情况。
  示例 1:
输入
[""Skiplist"", ""add"", ""add"", ""add"", ""search"", ""add"", ""search"", ""erase"", ""erase"", ""search""]
[[], [1], [2], [3], [0], [4], [1], [0], [1], [1]]
输出
[null, null, null, null, false, null, true, false, true, false]

解释
Skiplist skiplist = new Skiplist();
skiplist.add(1);
skiplist.add(2);
skiplist.add(3);
skiplist.search(0);   // 返回 false
skiplist.add(4);
skiplist.search(1);   // 返回 true
skiplist.erase(0);    // 返回 false，0 不在跳表中
skiplist.erase(1);    // 返回 true
skiplist.search(1);   // 返回 false，1 已被擦除
  提示:
0 <= num, target <= 2 * 104
调用search, add,  erase操作次数不大于 5 * 104 ",118,,10833,"['https://leetcode.cn/tag/design/', 'https://leetcode.cn/tag/linked-list/']",[],17365
评论 (541),unique-number-of-occurrences,简单,"给你一个整数数组 arr，请你帮忙统计数组中每个数的出现次数。
如果每个数的出现次数都是独一无二的，就返回 true；否则返回 false。
  示例 1：
输入：arr = [1,2,2,1,1,3]
输出：true
解释：在该数组中，1 出现了 3 次，2 出现了 2 次，3 只出现了 1 次。没有两个数的出现次数相同。
示例 2：
输入：arr = [1,2]
输出：false
示例 3：
输入：arr = [-3,0,1,-3,1,1,1,-3,10,0]
输出：true
  提示：
1 <= arr.length <= 1000
-1000 <= arr[i] <= 1000",135,,64966,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/hash-table/']",[],89091
评论 (506),get-equal-substrings-within-budget,中等,"给你两个长度相同的字符串，s 和 t。
将 s 中的第 i 个字符变到 t 中的第 i 个字符需要 |s[i] - t[i]| 的开销（开销可能为 0），也就是两个字符的 ASCII 码值的差的绝对值。
用于变更字符串的最大预算是 maxCost。在转化字符串时，总开销应当小于等于该预算，这也意味着字符串的转化可能是不完全的。
如果你可以将 s 的子字符串转化为它在 t 中对应的子字符串，则返回可以转化的最大长度。
如果 s 中没有子字符串可以转化成 t 中对应的子字符串，则返回 0。
  示例 1：
输入：s = ""abcd"", t = ""bcdf"", maxCost = 3
输出：3
解释：s 中的 ""abc"" 可以变为 ""bcd""。开销为 3，所以最大长度为 3。
示例 2：
输入：s = ""abcd"", t = ""cdef"", maxCost = 3
输出：1
解释：s 中的任一字符要想变成 t 中对应的字符，其开销都是 2。因此，最大长度为 1。
示例 3：
输入：s = ""abcd"", t = ""acde"", maxCost = 0
输出：1
解释：a -> a, cost = 0，字符串未发生变化，所以最大长度为 1。
  提示：
1 <= s.length, t.length <= 10^5
0 <= maxCost <= 10^6
s 和 t 都只含小写英文字母。",168,,56885,"['https://leetcode.cn/tag/string/', 'https://leetcode.cn/tag/binary-search/', 'https://leetcode.cn/tag/prefix-sum/', 'https://leetcode.cn/tag/sliding-window/']",[],113934
评论 (135),remove-all-adjacent-duplicates-in-string-ii,中等,"给你一个字符串 s，「k 倍重复项删除操作」将会从 s 中选择 k 个相邻且相等的字母，并删除它们，使被删去的字符串的左侧和右侧连在一起。
你需要对 s 重复进行无限次这样的删除操作，直到无法继续为止。
在执行完所有删除操作后，返回最终得到的字符串。
本题答案保证唯一。
  示例 1：
输入：s = ""abcd"", k = 2
输出：""abcd""
解释：没有要删除的内容。
示例 2：
输入：s = ""deeedbbcccbdaa"", k = 3
输出：""aa""
解释： 
先删除 ""eee"" 和 ""ccc""，得到 ""ddbbbdaa""
再删除 ""bbb""，得到 ""dddaa""
最后删除 ""ddd""，得到 ""aa""
示例 3：
输入：s = ""pbbcggttciiippooaais"", k = 2
输出：""ps""
  提示：
1 <= s.length <= 10^5
2 <= k <= 10^4
s 中只含有小写英文字母。",139,,15063,"['https://leetcode.cn/tag/stack/', 'https://leetcode.cn/tag/string/']",[],29274
评论 (61),minimum-moves-to-reach-target-with-rotations,困难,"你还记得那条风靡全球的贪吃蛇吗？
我们在一个 n*n 的网格上构建了新的迷宫地图，蛇的长度为 2，也就是说它会占去两个单元格。蛇会从左上角（(0, 0) 和 (0, 1)）开始移动。我们用 0 表示空单元格，用 1 表示障碍物。蛇需要移动到迷宫的右下角（(n-1, n-2) 和 (n-1, n-1)）。
每次移动，蛇可以这样走：
如果没有障碍，则向右移动一个单元格。并仍然保持身体的水平／竖直状态。
如果没有障碍，则向下移动一个单元格。并仍然保持身体的水平／竖直状态。
如果它处于水平状态并且其下面的两个单元都是空的，就顺时针旋转 90 度。蛇从（(r, c)、(r, c+1)）移动到 （(r, c)、(r+1, c)）。
如果它处于竖直状态并且其右面的两个单元都是空的，就逆时针旋转 90 度。蛇从（(r, c)、(r+1, c)）移动到（(r, c)、(r, c+1)）。
返回蛇抵达目的地所需的最少移动次数。
如果无法到达目的地，请返回 -1。
  示例 1：
输入：grid = [[0,0,0,0,0,1],
               [1,1,0,0,1,0],
               [0,0,0,0,1,1],
               [0,0,1,0,1,0],
               [0,1,1,0,0,0],
               [0,1,1,0,0,0]]
输出：11
解释：
一种可能的解决方案是 [右, 右, 顺时针旋转, 右, 下, 下, 下, 下, 逆时针旋转, 右, 下]。
示例 2：
输入：grid = [[0,0,1,1,1,1],
               [0,0,0,0,1,1],
               [1,1,0,0,0,1],
               [1,1,1,0,0,1],
               [1,1,1,0,0,1],
               [1,1,1,0,0,0]]
输出：9
  提示：
2 <= n <= 100
0 <= grid[i][j] <= 1
蛇保证从空单元格开始出发。",42,,3009,"['https://leetcode.cn/tag/breadth-first-search/', 'https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/matrix/']",[],6585
评论 (152),queries-quality-and-percentage,Unknown,,-1,,-1,[],[],-1
评论 (203),team-scores-in-football-tournament,Unknown,,-1,,-1,[],[],-1
评论 (76),intersection-of-three-sorted-arrays,Unknown,,-1,,-1,[],[],-1
评论 (38),two-sum-bsts,Unknown,,-1,,-1,[],[],-1
评论 (19),stepping-numbers,Unknown,,-1,,-1,[],[],-1
评论 (26),valid-palindrome-iii,Unknown,,-1,,-1,[],[],-1
评论 (294),minimum-cost-to-move-chips-to-the-same-position,简单,"有 n 个筹码。第 i 个芯片的位置是 position[i] 。
我们需要把所有筹码移到同一个位置。在一步中，我们可以将第 i 个芯片的位置从 position[i] 改变为:
position[i] + 2 或 position[i] - 2 ，此时 cost = 0
position[i] + 1 或 position[i] - 1 ，此时 cost = 1
返回将所有筹码移动到同一位置上所需要的 最小代价 。
  示例 1：
输入：position = [1,2,3]
输出：1
解释：第一步:将位置3的芯片移动到位置1，成本为0。
第二步:将位置2的芯片移动到位置1，成本= 1。
总成本是1。
示例 2：
输入：position = [2,2,2,3,3]
输出：2
解释：我们可以把位置3的两个芯片移到位置2。每一步的成本为1。总成本= 2。
示例 3:
输入：position = [1,1000000000]
输出：1
  提示：
1 <= chips.length <= 100
1 <= chips[i] <= 10^9",118,,26083,"['https://leetcode.cn/tag/greedy/', 'https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/math/']",[],37275
评论 (288),longest-arithmetic-subsequence-of-given-difference,中等,"给你一个整数数组 arr 和一个整数 difference，请你找出并返回 arr 中最长等差子序列的长度，该子序列中相邻元素之间的差等于 difference 。
子序列 是指在不改变其余元素顺序的情况下，通过删除一些元素或不删除任何元素而从 arr 派生出来的序列。
  示例 1：
输入：arr = [1,2,3,4], difference = 1
输出：4
解释：最长的等差子序列是 [1,2,3,4]。
示例 2：
输入：arr = [1,3,5,7], difference = 1
输出：1
解释：最长的等差子序列是任意单个元素。
示例 3：
输入：arr = [1,5,7,8,5,3,4,2,1], difference = -2
输出：4
解释：最长的等差子序列是 [7,5,3,1]。
  提示：
1 <= arr.length <= 105
-104 <= arr[i], difference <= 104",215,,39788,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/hash-table/', 'https://leetcode.cn/tag/dynamic-programming/']",[],77015
评论 (339),path-with-maximum-gold,中等,"你要开发一座金矿，地质勘测学家已经探明了这座金矿中的资源分布，并用大小为 m * n 的网格 grid 进行了标注。每个单元格中的整数就表示这一单元格中的黄金数量；如果该单元格是空的，那么就是 0。
为了使收益最大化，矿工需要按以下规则来开采黄金：
每当矿工进入一个单元，就会收集该单元格中的所有黄金。
矿工每次可以从当前位置向上下左右四个方向走。
每个单元格只能被开采（进入）一次。
不得开采（进入）黄金数目为 0 的单元格。
矿工可以从网格中 任意一个 有黄金的单元格出发或者是停止。
  示例 1：
输入：grid = [[0,6,0],[5,8,7],[0,9,0]]
输出：24
解释：
[[0,6,0],
 [5,8,7],
 [0,9,0]]
一种收集最多黄金的路线是：9 -> 8 -> 7。
示例 2：
输入：grid = [[1,0,7],[2,0,6],[3,4,5],[0,3,0],[9,0,20]]
输出：28
解释：
[[1,0,7],
 [2,0,6],
 [3,4,5],
 [0,3,0],
 [9,0,20]]
一种收集最多黄金的路线是：1 -> 2 -> 3 -> 4 -> 5 -> 6 -> 7。
  提示：
1 <= grid.length, grid[i].length <= 15
0 <= grid[i][j] <= 100
最多 25 个单元格中有黄金。",209,,36057,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/backtracking/', 'https://leetcode.cn/tag/matrix/']",[],51759
评论 (261),count-vowels-permutation,困难,"给你一个整数 n，请你帮忙统计一下我们可以按下述规则形成多少个长度为 n 的字符串：
字符串中的每个字符都应当是小写元音字母（'a', 'e', 'i', 'o', 'u'）
每个元音 'a' 后面都只能跟着 'e'
每个元音 'e' 后面只能跟着 'a' 或者是 'i'
每个元音 'i' 后面 不能 再跟着另一个 'i'
每个元音 'o' 后面只能跟着 'i' 或者是 'u'
每个元音 'u' 后面只能跟着 'a'
由于答案可能会很大，所以请你返回 模 10^9 + 7 之后的结果。
  示例 1：
输入：n = 1
输出：5
解释：所有可能的字符串分别是：""a"", ""e"", ""i"" , ""o"" 和 ""u""。
示例 2：
输入：n = 2
输出：10
解释：所有可能的字符串分别是：""ae"", ""ea"", ""ei"", ""ia"", ""ie"", ""io"", ""iu"", ""oi"", ""ou"" 和 ""ua""。
示例 3：
输入：n = 5
输出：68
  提示：
1 <= n <= 2 * 10^4",143,,25202,['https://leetcode.cn/tag/dynamic-programming/'],[],41524
评论 (705),split-a-string-in-balanced-strings,简单,"在一个 平衡字符串 中，'L' 和 'R' 字符的数量是相同的。
给你一个平衡字符串 s，请你将它分割成尽可能多的平衡字符串。
注意：分割得到的每个字符串都必须是平衡字符串，且分割得到的平衡字符串是原平衡字符串的连续子串。
返回可以通过分割得到的平衡字符串的 最大数量 。
  示例 1：
输入：s = ""RLRRLLRLRL""
输出：4
解释：s 可以分割为 ""RL""、""RRLL""、""RL""、""RL"" ，每个子字符串中都包含相同数量的 'L' 和 'R' 。
示例 2：
输入：s = ""RLLLLRRRLR""
输出：3
解释：s 可以分割为 ""RL""、""LLLRRR""、""LR"" ，每个子字符串中都包含相同数量的 'L' 和 'R' 。
示例 3：
输入：s = ""LLLLRRRR""
输出：1
解释：s 只能保持原样 ""LLLLRRRR"".
示例 4：
输入：s = ""RLRRRLLRLL""
输出：2
解释：s 可以分割为 ""RL""、""RRRLLRLL"" ，每个子字符串中都包含相同数量的 'L' 和 'R' 。
  提示：
1 <= s.length <= 1000
s[i] = 'L' 或 'R'
s 是一个 平衡 字符串",184,,83362,"['https://leetcode.cn/tag/greedy/', 'https://leetcode.cn/tag/string/', 'https://leetcode.cn/tag/counting/']",[],98727
